timestamp,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,rssi_dbm
1776702587.765698,0.89779078,0.89414499,0.88143592,0.85672284,0.82931437,0.80668994,0.79023264,0.77146218,0.75866369,0.76198657,0.77128708,0.77932524,0.79970866,0.82123967,0.83773690,0.84721873,0.84892593,0.84468387,0.84259295,0.83153683,0.82514401,0.48711349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36740118,0.69200144,0.68561990,0.66558881,0.64495625,0.61794312,0.58157765,0.58416396,0.61789269,0.65472450,0.69917392,0.74369836,0.77244450,0.80142540,0.81651699,0.82421474,0.83236499,0.82649160,0.82532966,0.82611230,0.81565794,0.78517120,-45.0000
1776702587.799070,0.86910688,0.86612873,0.85293711,0.82957457,0.80388931,0.78496149,0.76302984,0.75155516,0.73564139,0.74067868,0.74614138,0.75332676,0.77050707,0.79050597,0.80616986,0.81169630,0.81684726,0.81499385,0.80708870,0.79452493,0.78414636,0.45563714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39038495,0.67889753,0.67689802,0.66672171,0.64313520,0.61966624,0.58893833,0.57360983,0.58805186,0.62433202,0.66155091,0.70189564,0.73201641,0.76180486,0.78422308,0.79672997,0.79999796,0.79636745,0.80160231,0.79995141,0.78884227,0.76867150,-45.0000
1776702587.870567,0.92000867,0.91899663,0.90917735,0.88646690,0.85838775,0.84069457,0.81845233,0.79651841,0.77648458,0.77206414,0.77492378,0.78510477,0.80598429,0.83219543,0.84859184,0.86145979,0.86744007,0.86696062,0.86162461,0.85374218,0.84816608,0.50484913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39990921,0.72214577,0.71216330,0.69620469,0.66300073,0.63704760,0.61989995,0.60981787,0.63412604,0.66203973,0.71560175,0.75841879,0.79207706,0.82130859,0.83920318,0.84985377,0.85394889,0.85141601,0.85643724,0.85315393,0.83638118,0.81820504,-45.0000
1776702587.911666,0.89618521,0.89631686,0.88458013,0.86061827,0.83682252,0.81641511,0.78891065,0.77517927,0.75211538,0.74888195,0.75237932,0.76027151,0.78258431,0.80320425,0.82138553,0.83461407,0.84089131,0.83935183,0.83374269,0.83105155,0.81782469,0.48534082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39110659,0.70262865,0.69255488,0.67403884,0.64249185,0.62058129,0.60043151,0.58968338,0.61052585,0.64543061,0.69678357,0.73278576,0.77315793,0.79419599,0.81339605,0.82595600,0.83151732,0.82901269,0.83084909,0.82791093,0.81497563,0.78748256,-45.0000
1776702587.980349,0.90022879,0.90049390,0.88938269,0.86285340,0.83845731,0.81775177,0.79817538,0.78330082,0.76193232,0.75958865,0.76106109,0.77411813,0.79330152,0.81342534,0.82761246,0.83998958,0.84606070,0.84643440,0.84126415,0.83268014,0.82179463,0.48899831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39045932,0.69851767,0.68765909,0.67409485,0.64479091,0.61703051,0.60259960,0.59162666,0.60846245,0.64824018,0.69369567,0.73829046,0.77017010,0.79662321,0.81923745,0.83036432,0.83598995,0.83277797,0.83145907,0.83189390,0.81993060,0.79447166,-45.0000
1776702588.031320,0.86167164,0.85874630,0.84917558,0.82592943,0.80690838,0.79395013,0.78171234,0.76904579,0.75478064,0.75083424,0.75318582,0.75803136,0.76865628,0.78757392,0.80375635,0.80902995,0.80715752,0.80661803,0.80583151,0.79645698,0.78809834,0.47458762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35150897,0.67175601,0.67577264,0.65691344,0.64492292,0.62341160,0.60777579,0.60963572,0.61906403,0.65847052,0.68261005,0.72235095,0.74716562,0.76729955,0.78575363,0.79206873,0.79931816,0.79835434,0.79759577,0.80662862,0.79505943,0.77651655,-45.0000
1776702588.085885,0.87975909,0.87431192,0.86492888,0.84003684,0.81610853,0.79846874,0.77334365,0.75099459,0.72405210,0.71744010,0.71820166,0.73356868,0.75997401,0.78197012,0.80103484,0.81459359,0.82609233,0.82258107,0.82072849,0.81674794,0.80512951,0.47220979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37642609,0.68530387,0.67236757,0.65902064,0.62475652,0.60173734,0.57984408,0.55886701,0.57690978,0.61142224,0.66188459,0.71045708,0.74822347,0.77175256,0.79883523,0.80698013,0.81254980,0.81215713,0.81417214,0.81080009,0.79924305,0.76696068,-45.0000
1776702588.140730,0.84153905,0.83899870,0.82561148,0.80421725,0.77202566,0.74987314,0.72418239,0.70222457,0.68622623,0.68781861,0.68963286,0.70685870,0.72889604,0.75200263,0.76687895,0.78155802,0.78502264,0.78614318,0.78600307,0.77316729,0.76983983,0.42972511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34383527,0.64410102,0.63530288,0.60726795,0.56817168,0.55062979,0.52350784,0.52623249,0.54709939,0.59305896,0.64449343,0.68676881,0.71689869,0.74149527,0.76236490,0.77097090,0.77322497,0.77322378,0.76690585,0.77133351,0.74746066,0.72385310,-45.0000
1776702588.187359,0.91761440,0.91764063,0.90860229,0.88406801,0.86106358,0.84368597,0.82454012,0.80655415,0.79403061,0.78718119,0.78814346,0.79325507,0.81405686,0.83679726,0.84927343,0.86346204,0.86823396,0.86943411,0.86474620,0.85991772,0.85422127,0.52145576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40076385,0.72788582,0.71361444,0.69290397,0.67893278,0.65384214,0.62955805,0.61022968,0.62440651,0.66139981,0.69951193,0.74658231,0.78248888,0.81182854,0.83108345,0.84413034,0.85259214,0.85063424,0.85173536,0.85348972,0.84309282,0.82247618,-45.0000
1776702588.234814,0.87739691,0.87462213,0.86305367,0.83664850,0.81161543,0.78487520,0.75963883,0.73751433,0.70769805,0.70602981,0.70633813,0.71780564,0.74766188,0.77399656,0.79741012,0.81123671,0.81733631,0.81981215,0.81571041,0.80495936,0.79516608,0.46573441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38833750,0.68307113,0.66928671,0.64240271,0.61045616,0.57821790,0.55028134,0.53576924,0.55738046,0.61885709,0.67279149,0.71705859,0.75060410,0.77813130,0.79776932,0.80814979,0.81428234,0.81013587,0.80966738,0.80535473,0.78912823,0.75622527,-45.0000
