logged_at,refresh_index,uptime_seconds,frame_count,time_window_seconds,latest_frame_timestamp,rssi_dbm,motion_state,status_text,is_calibrated,calibration_progress,motion_energy,foreground_ratio,peak_delta
2026-04-20T23:21:26,1,2.961,80,1.070,2026-04-20T23:21:26.489,-46.00,CALIBRATING,背景穩定,1,1.0000,0.018531,0.000000,0.057494
2026-04-20T23:21:26,0,2.970,80,1.070,2026-04-20T23:21:26.489,-46.00,CALIBRATING,背景穩定,1,1.0000,0.018531,0.000000,0.057494
2026-04-20T23:21:28,2,5.103,80,0.759,2026-04-20T23:21:28.629,-43.00,CALIBRATING,背景穩定,1,1.0000,0.027959,0.000000,0.052860
2026-04-20T23:21:28,3,5.248,80,0.759,2026-04-20T23:21:28.629,-43.00,CALIBRATING,背景穩定,1,1.0000,0.027959,0.000000,0.052860
2026-04-20T23:21:28,4,5.358,80,0.759,2026-04-20T23:21:28.629,-43.00,CALIBRATING,背景穩定,1,1.0000,0.027959,0.000000,0.052860
2026-04-20T23:21:29,5,5.891,80,0.932,2026-04-20T23:21:29.424,-45.00,CALIBRATING,背景穩定,1,1.0000,0.016701,0.000000,0.060119
2026-04-20T23:21:30,6,6.429,80,0.651,2026-04-20T23:21:29.949,-47.00,CALIBRATING,背景穩定,1,1.0000,0.064165,0.096154,0.264414
2026-04-20T23:21:30,7,6.896,80,0.645,2026-04-20T23:21:30.418,-50.00,CALIBRATING,場景相對基線已有差異,1,1.0000,0.099798,0.250000,0.425245
2026-04-20T23:21:31,8,7.399,80,0.656,2026-04-20T23:21:30.918,-44.00,CALIBRATING,場景相對基線已有差異,1,1.0000,0.069243,0.192308,0.256636
2026-04-20T23:21:31,9,7.735,80,0.648,2026-04-20T23:21:31.264,-45.00,CALIBRATING,場景相對基線已有差異,1,1.0000,0.101676,0.307692,0.316179
2026-04-20T23:21:31,10,8.057,80,0.735,2026-04-20T23:21:31.561,-45.00,CALIBRATING,背景穩定,1,1.0000,0.071990,0.173077,0.211132
2026-04-20T23:21:31,11,8.147,80,0.735,2026-04-20T23:21:31.561,-45.00,CALIBRATING,背景穩定,1,1.0000,0.071990,0.173077,0.211132
2026-04-20T23:21:32,12,8.467,80,0.858,2026-04-20T23:21:32.005,-53.00,IDLE,場景相對基線已有差異,1,1.0000,0.102442,0.230769,0.469423
2026-04-20T23:21:32,13,8.960,80,0.637,2026-04-20T23:21:32.505,-42.00,MOTION,偵測到動態變化,1,1.0000,0.101291,0.250000,0.421981
2026-04-20T23:21:33,14,9.446,80,0.691,2026-04-20T23:21:32.984,-46.00,MOTION,偵測到動態變化,1,1.0000,0.093517,0.250000,0.359570
2026-04-20T23:21:33,15,9.872,80,0.728,2026-04-20T23:21:33.387,-46.00,MOTION,偵測到動態變化,1,1.0000,0.059078,0.134615,0.284382
2026-04-20T23:21:33,16,9.966,80,0.728,2026-04-20T23:21:33.387,-46.00,MOTION,偵測到動態變化,1,1.0000,0.059078,0.134615,0.284382
2026-04-20T23:21:33,17,10.307,80,0.928,2026-04-20T23:21:33.826,-43.00,MOTION,偵測到動態變化,1,1.0000,0.017581,0.000000,0.110713
2026-04-20T23:21:34,18,10.411,80,0.928,2026-04-20T23:21:33.826,-43.00,MOTION,偵測到動態變化,1,1.0000,0.017581,0.000000,0.110713
2026-04-20T23:21:34,19,10.780,80,0.956,2026-04-20T23:21:34.302,-43.00,MOTION,偵測到動態變化,1,1.0000,0.015149,0.000000,0.101293
2026-04-20T23:21:34,20,10.934,80,1.055,2026-04-20T23:21:34.442,-45.00,MOTION,偵測到動態變化,1,1.0000,0.020142,0.000000,0.117444
2026-04-20T23:21:35,21,11.479,80,0.786,2026-04-20T23:21:35.002,-42.00,MOTION,偵測到動態變化,1,1.0000,0.025860,0.000000,0.085166
2026-04-20T23:21:35,22,11.814,80,0.664,2026-04-20T23:21:35.328,-46.00,MOTION,偵測到動態變化,1,1.0000,0.018562,0.000000,0.167771
2026-04-20T23:21:35,23,11.924,80,0.664,2026-04-20T23:21:35.328,-46.00,MOTION,偵測到動態變化,1,1.0000,0.018562,0.000000,0.167771
2026-04-20T23:21:36,24,12.470,80,0.791,2026-04-20T23:21:35.970,-48.00,MOTION,偵測到動態變化,1,1.0000,0.021676,0.000000,0.109612
2026-04-20T23:21:36,25,12.895,80,0.697,2026-04-20T23:21:36.412,-49.00,MOTION,偵測到動態變化,1,1.0000,0.024465,0.000000,0.124191
2026-04-20T23:21:37,26,13.397,80,0.651,2026-04-20T23:21:36.926,-47.00,MOTION,偵測到動態變化,1,1.0000,0.019493,0.000000,0.186475
2026-04-20T23:21:37,27,13.908,80,0.623,2026-04-20T23:21:37.433,-44.00,MOTION,偵測到動態變化,1,1.0000,0.020604,0.000000,0.044460
2026-04-20T23:21:37,28,14.261,80,0.657,2026-04-20T23:21:37.781,-45.00,MOTION,偵測到動態變化,1,1.0000,0.021608,0.000000,0.144302
2026-04-20T23:21:37,29,14.365,80,0.657,2026-04-20T23:21:37.781,-45.00,MOTION,偵測到動態變化,1,1.0000,0.021608,0.000000,0.144302
2026-04-20T23:21:38,30,14.703,80,0.878,2026-04-20T23:21:38.226,-46.00,MOTION,偵測到動態變化,1,1.0000,0.014245,0.000000,0.059383
2026-04-20T23:21:38,31,15.095,80,0.875,2026-04-20T23:21:38.619,-44.00,MOTION,偵測到動態變化,1,1.0000,0.017676,0.000000,0.136277
2026-04-20T23:21:38,32,15.194,80,0.875,2026-04-20T23:21:38.619,-44.00,MOTION,偵測到動態變化,1,1.0000,0.017676,0.000000,0.136277
2026-04-20T23:21:39,33,15.699,80,0.753,2026-04-20T23:21:39.221,-47.00,MOTION,偵測到動態變化,1,1.0000,0.014618,0.000000,0.076058
2026-04-20T23:21:39,34,16.024,80,0.639,2026-04-20T23:21:39.544,-45.00,MOTION,偵測到動態變化,1,1.0000,0.016816,0.000000,0.122455
2026-04-20T23:21:39,35,16.108,80,0.639,2026-04-20T23:21:39.544,-45.00,MOTION,偵測到動態變化,1,1.0000,0.016816,0.000000,0.122455
2026-04-20T23:21:40,36,16.655,80,0.709,2026-04-20T23:21:40.176,-44.00,MOTION,偵測到動態變化,1,1.0000,0.039035,0.000000,0.129611
2026-04-20T23:21:40,37,16.744,80,0.709,2026-04-20T23:21:40.176,-44.00,MOTION,偵測到動態變化,1,1.0000,0.039035,0.000000,0.129611
2026-04-20T23:21:40,38,16.855,80,0.709,2026-04-20T23:21:40.176,-44.00,MOTION,偵測到動態變化,1,1.0000,0.039035,0.000000,0.129611
2026-04-20T23:21:41,39,17.440,80,0.853,2026-04-20T23:21:40.918,-45.00,MOTION,偵測到動態變化,1,1.0000,0.019311,0.000000,0.130910
2026-04-20T23:21:41,40,17.550,80,0.853,2026-04-20T23:21:40.918,-45.00,MOTION,偵測到動態變化,1,1.0000,0.019311,0.000000,0.130910
2026-04-20T23:21:41,41,17.644,80,0.853,2026-04-20T23:21:40.918,-45.00,MOTION,偵測到動態變化,1,1.0000,0.019311,0.000000,0.130910
2026-04-20T23:21:41,42,18.179,80,0.888,2026-04-20T23:21:41.702,-44.00,MOTION,偵測到動態變化,1,1.0000,0.018687,0.000000,0.092586
2026-04-20T23:21:42,43,18.483,80,0.626,2026-04-20T23:21:42.012,-47.00,MOTION,偵測到動態變化,1,1.0000,0.018147,0.000000,0.105015
2026-04-20T23:21:42,44,18.911,80,0.715,2026-04-20T23:21:42.402,-44.00,MOTION,偵測到動態變化,1,1.0000,0.089809,0.250000,0.396149
2026-04-20T23:21:42,45,18.979,80,0.715,2026-04-20T23:21:42.402,-44.00,MOTION,偵測到動態變化,1,1.0000,0.089809,0.250000,0.396149
2026-04-20T23:21:43,46,19.450,80,0.762,2026-04-20T23:21:42.989,-48.00,MOTION,偵測到動態變化,1,1.0000,0.089969,0.230769,0.341269
2026-04-20T23:21:43,47,19.974,80,0.686,2026-04-20T23:21:43.506,-43.00,MOTION,偵測到動態變化,1,1.0000,0.073966,0.134615,0.353241
2026-04-20T23:21:43,48,20.287,80,0.706,2026-04-20T23:21:43.820,-54.00,MOTION,偵測到動態變化,1,1.0000,0.095373,0.250000,0.363357
2026-04-20T23:21:44,49,20.389,80,0.706,2026-04-20T23:21:43.820,-54.00,MOTION,偵測到動態變化,1,1.0000,0.095373,0.250000,0.363357
2026-04-20T23:21:44,50,20.920,80,0.766,2026-04-20T23:21:44.457,-43.00,MOTION,偵測到動態變化,1,1.0000,0.079998,0.269231,0.308228
2026-04-20T23:21:45,51,21.442,80,0.620,2026-04-20T23:21:44.977,-37.00,MOTION,偵測到動態變化,1,1.0000,0.070226,0.134615,0.281134
2026-04-20T23:21:45,52,21.978,80,0.604,2026-04-20T23:21:45.491,-38.00,IDLE,場景相對基線已有差異,1,1.0000,0.069768,0.230769,0.252074
2026-04-20T23:21:46,53,22.495,80,0.621,2026-04-20T23:21:46.026,-39.00,IDLE,場景相對基線已有差異,1,1.0000,0.071929,0.211538,0.254429
2026-04-20T23:21:46,54,22.604,80,0.621,2026-04-20T23:21:46.026,-39.00,IDLE,場景相對基線已有差異,1,1.0000,0.071929,0.211538,0.254429
2026-04-20T23:21:46,55,23.134,80,0.751,2026-04-20T23:21:46.670,-43.00,IDLE,背景穩定,1,1.0000,0.070025,0.134615,0.298984
2026-04-20T23:21:46,56,23.233,80,0.751,2026-04-20T23:21:46.670,-43.00,IDLE,背景穩定,1,1.0000,0.070025,0.134615,0.298984
2026-04-20T23:21:47,57,23.703,80,0.736,2026-04-20T23:21:47.217,-42.00,IDLE,場景相對基線已有差異,1,1.0000,0.069746,0.192308,0.294010
2026-04-20T23:21:47,58,24.239,80,0.655,2026-04-20T23:21:47.757,-44.00,IDLE,背景穩定,1,1.0000,0.065448,0.173077,0.304197
2026-04-20T23:21:47,59,24.346,80,0.655,2026-04-20T23:21:47.757,-44.00,IDLE,背景穩定,1,1.0000,0.065448,0.173077,0.304197
2026-04-20T23:21:48,60,24.700,80,0.755,2026-04-20T23:21:48.222,-40.00,IDLE,場景相對基線已有差異,1,1.0000,0.082151,0.211538,0.259718
2026-04-20T23:21:48,61,25.177,80,0.644,2026-04-20T23:21:48.697,-48.00,IDLE,場景相對基線已有差異,1,1.0000,0.094803,0.250000,0.389457
2026-04-20T23:21:49,62,25.735,80,0.688,2026-04-20T23:21:49.259,-46.00,IDLE,背景穩定,1,1.0000,0.034876,0.038462,0.206060
2026-04-20T23:21:49,63,26.212,80,0.711,2026-04-20T23:21:49.729,-47.00,IDLE,背景穩定,1,1.0000,0.039890,0.038462,0.348951
2026-04-20T23:21:49,64,26.322,80,0.711,2026-04-20T23:21:49.729,-47.00,IDLE,背景穩定,1,1.0000,0.039890,0.038462,0.348951
2026-04-20T23:21:50,65,26.419,80,0.711,2026-04-20T23:21:49.729,-47.00,IDLE,背景穩定,1,1.0000,0.039890,0.038462,0.348951
2026-04-20T23:21:50,66,26.955,80,0.880,2026-04-20T23:21:50.481,-45.00,IDLE,背景穩定,1,1.0000,0.046281,0.057692,0.312157
2026-04-20T23:21:51,67,27.454,80,0.690,2026-04-20T23:21:50.978,-46.00,IDLE,背景穩定,1,1.0000,0.036282,0.019231,0.257212
2026-04-20T23:21:51,68,27.958,80,0.756,2026-04-20T23:21:51.494,-45.00,IDLE,背景穩定,1,1.0000,0.056970,0.057692,0.270500
2026-04-20T23:21:52,69,28.470,80,0.758,2026-04-20T23:21:52.003,-43.00,IDLE,背景穩定,1,1.0000,0.041907,0.057692,0.291512
2026-04-20T23:21:52,70,28.921,80,0.734,2026-04-20T23:21:52.460,-43.00,IDLE,背景穩定,1,1.0000,0.039088,0.019231,0.268998
2026-04-20T23:21:52,71,29.255,80,0.673,2026-04-20T23:21:52.791,-44.00,IDLE,背景穩定,1,1.0000,0.056040,0.096154,0.328556
2026-04-20T23:21:52,72,29.362,80,0.673,2026-04-20T23:21:52.791,-44.00,IDLE,背景穩定,1,1.0000,0.056040,0.096154,0.328556
2026-04-20T23:21:53,73,29.904,80,0.734,2026-04-20T23:21:53.430,-46.00,IDLE,背景穩定,1,1.0000,0.057653,0.057692,0.279966
2026-04-20T23:21:54,74,30.419,80,0.660,2026-04-20T23:21:53.953,-48.00,IDLE,背景穩定,1,1.0000,0.034583,0.019231,0.235107
2026-04-20T23:21:54,75,30.931,80,0.718,2026-04-20T23:21:54.473,-43.00,IDLE,背景穩定,1,1.0000,0.040644,0.057692,0.297409
2026-04-20T23:21:54,76,31.354,80,0.699,2026-04-20T23:21:54.823,-43.00,IDLE,背景穩定,1,1.0000,0.052634,0.057692,0.309987
2026-04-20T23:21:55,77,31.456,80,0.699,2026-04-20T23:21:54.823,-43.00,IDLE,背景穩定,1,1.0000,0.052634,0.057692,0.309987
2026-04-20T23:21:55,78,31.989,80,0.825,2026-04-20T23:21:55.514,-43.00,IDLE,背景穩定,1,1.0000,0.036045,0.019231,0.254872
2026-04-20T23:21:56,79,32.440,80,0.656,2026-04-20T23:21:55.975,-43.00,IDLE,背景穩定,1,1.0000,0.034642,0.038462,0.263685
2026-04-20T23:21:56,80,32.548,80,0.656,2026-04-20T23:21:55.975,-43.00,IDLE,背景穩定,1,1.0000,0.034642,0.038462,0.263685
2026-04-20T23:21:56,81,32.632,80,0.656,2026-04-20T23:21:55.975,-43.00,IDLE,背景穩定,1,1.0000,0.034642,0.038462,0.263685
2026-04-20T23:21:56,82,33.135,80,0.828,2026-04-20T23:21:56.663,-43.00,IDLE,背景穩定,1,1.0000,0.033986,0.038462,0.224074
2026-04-20T23:21:56,83,33.237,80,0.828,2026-04-20T23:21:56.663,-43.00,IDLE,背景穩定,1,1.0000,0.033986,0.038462,0.224074
2026-04-20T23:21:56,84,33.336,80,1.026,2026-04-20T23:21:56.869,-43.00,IDLE,背景穩定,1,1.0000,0.033911,0.038462,0.223682
2026-04-20T23:21:57,85,33.659,80,0.822,2026-04-20T23:21:57.188,-46.00,IDLE,背景穩定,1,1.0000,0.032232,0.019231,0.248341
2026-04-20T23:21:57,86,34.142,80,0.620,2026-04-20T23:21:57.653,-46.00,IDLE,背景穩定,1,1.0000,0.024023,0.000000,0.128392
2026-04-20T23:21:57,87,34.226,80,0.620,2026-04-20T23:21:57.653,-46.00,IDLE,背景穩定,1,1.0000,0.024023,0.000000,0.128392
