timestamp,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,rssi_dbm
1777178293.724641,0.71742179,0.75967342,0.78412661,0.78455186,0.78180540,0.76459603,0.75175203,0.72039644,0.68544147,0.61357459,0.51578442,0.38393651,0.34760861,0.49019701,0.59903853,0.65455469,0.70750823,0.73630986,0.74287052,0.74567364,0.74539094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69836559,0.73045417,0.75889981,0.76822440,0.77282900,0.77980346,0.76241736,0.74108521,0.70928598,0.64051033,0.56689403,0.43921574,0.25312448,0.36426765,0.50935201,0.61036912,0.67980358,0.73558187,0.77549857,0.80180725,0.81147173,-76.0000
1777178294.786187,0.74857683,0.78256751,0.79776749,0.80107370,0.80355313,0.80414969,0.79845591,0.76871038,0.73636732,0.69991219,0.64872372,0.58529956,0.54934906,0.52612301,0.55378397,0.61205853,0.68128607,0.71667484,0.72536939,0.74921362,0.75874142,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.74302772,0.75147369,0.77166271,0.77641125,0.78192333,0.76558312,0.76193046,0.73572446,0.69989730,0.64999984,0.62451652,0.57804762,0.53309134,0.58073156,0.64829659,0.70368047,0.73375933,0.77323225,0.80272140,0.82152424,0.83453457,-72.0000
1777178294.828566,0.78106134,0.79731794,0.80711462,0.79298797,0.76689978,0.75803652,0.73653761,0.69171659,0.64787067,0.59709977,0.52911944,0.49873021,0.51584544,0.60974635,0.65079192,0.69342407,0.72060824,0.74044886,0.74265174,0.73889728,0.73393093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77004558,0.78020890,0.77996217,0.78163603,0.76905674,0.75308408,0.72423834,0.69900437,0.65318814,0.62613336,0.62477399,0.62257478,0.65807887,0.69274510,0.73058069,0.75892653,0.77462385,0.79970126,0.81427097,0.82336341,0.81833224,-72.0000
1777178294.898554,0.75754280,0.79031989,0.80698162,0.81043969,0.81576711,0.81963211,0.80633611,0.80165833,0.77420358,0.75387894,0.69800852,0.63662015,0.59295480,0.56581097,0.59023854,0.61782771,0.66955971,0.70265917,0.72108070,0.75331593,0.75980746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77294675,0.78771981,0.80473128,0.80465232,0.80977892,0.80952584,0.79285075,0.77618433,0.74609943,0.72385793,0.67586694,0.66594539,0.66840784,0.68901032,0.70710884,0.74331154,0.77449573,0.80543392,0.83097723,0.84946027,0.86379800,-74.0000
1777178294.934161,0.61142247,0.67978305,0.71865262,0.74024419,0.75383751,0.76670085,0.77201091,0.77097508,0.75668090,0.73699582,0.67688075,0.61572706,0.56161019,0.47238868,0.38804710,0.49005134,0.57743964,0.62320587,0.67027575,0.71044555,0.72009633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.65480678,0.67287349,0.71849491,0.73560028,0.75006836,0.75594848,0.76255803,0.75101408,0.72588716,0.69744041,0.65621917,0.61614038,0.55337821,0.49637177,0.48408340,0.55503777,0.62882818,0.69118219,0.73768717,0.76920916,0.79395316,-76.0000
1777178294.995213,0.65347417,0.71911667,0.75149894,0.76036045,0.76468709,0.77969473,0.77663672,0.76714915,0.74516842,0.70804519,0.62820389,0.52753091,0.38918727,0.33826947,0.36560046,0.53096794,0.62018252,0.67227965,0.70858449,0.73617848,0.74279426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67349309,0.69989777,0.73600416,0.75885116,0.76524458,0.77368027,0.77261742,0.75551293,0.72975228,0.68239179,0.61233264,0.54477284,0.48790655,0.44318013,0.48414113,0.57964850,0.65566627,0.72228033,0.76326463,0.79348271,0.81265665,-74.0000
1777178295.051278,0.77806159,0.81781253,0.84106918,0.84571398,0.85030860,0.84253960,0.83928106,0.81498836,0.78226802,0.73170911,0.65195813,0.50931707,0.29250774,0.37222533,0.54392779,0.64957140,0.71803568,0.76680155,0.78958042,0.79986525,0.80174476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79355864,0.81721921,0.82394555,0.84705259,0.84841683,0.84562231,0.83017399,0.80548926,0.76976157,0.71058558,0.64035227,0.56819980,0.51612230,0.55418740,0.64900789,0.72211507,0.77549172,0.81710736,0.85425235,0.88284565,0.88878438,-73.0000
1777178295.097502,0.72196956,0.76110316,0.77486294,0.77190783,0.76973242,0.76359106,0.74935788,0.72033547,0.67820328,0.61271476,0.51745374,0.35582508,0.28345872,0.41401620,0.54723267,0.61928002,0.67042230,0.69922398,0.71209772,0.72402079,0.72098674,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.71184276,0.73158295,0.74496239,0.75118782,0.75408840,0.74419398,0.72737551,0.69182084,0.63529796,0.56756971,0.41391902,0.27146388,0.36912093,0.39248555,0.55783343,0.63420119,0.69738218,0.73943276,0.77423969,0.79013948,0.80250802,-74.0000
1777178295.158608,0.83726133,0.87779719,0.89120919,0.89495591,0.89714192,0.88396102,0.86456561,0.83624060,0.79386902,0.72166101,0.61891627,0.38618096,0.36400885,0.53756928,0.67464780,0.73820136,0.79781638,0.82749498,0.84386223,0.84947727,0.84783236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82556842,0.84688227,0.87191177,0.88074561,0.88143636,0.87740638,0.85911941,0.82742199,0.77216700,0.70749017,0.59269693,0.46410566,0.47032647,0.60296504,0.71336911,0.78350979,0.83766808,0.87496485,0.91855667,0.94249693,0.94733527,-71.0000
1777178295.218458,0.81364236,0.85307848,0.86885394,0.87274756,0.86123275,0.85912159,0.84317081,0.80892947,0.76865716,0.69394614,0.60839944,0.42050255,0.14918868,0.48652370,0.61695603,0.70286510,0.74754988,0.77920474,0.79492023,0.80105657,0.80637313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.81234319,0.82863387,0.85138534,0.86631030,0.86271028,0.85846932,0.84220369,0.81089343,0.76327347,0.69682441,0.57183531,0.38756629,0.39410596,0.56278816,0.67243271,0.75051020,0.80798889,0.84900098,0.87882185,0.90083295,0.91082634,-72.0000
